n,time elapsed (ms)
397,0.001182
398,0.001202
398,0.001283
398,0.001212
399,0.001212
399,0.001242
399,0.001202
400,0.001202
400,0.001273
400,0.001192
401,0.001232
401,0.001263
401,0.001202
402,0.001222
402,0.001243
402,0.001212
403,0.001222
403,0.001302
403,0.001232
404,0.001262
404,0.001303
404,0.001252
405,0.001222
405,0.001243
405,0.001242
406,0.001252
406,0.001283
406,0.001262
407,0.001263
407,0.001313
407,0.001242
408,0.001232
408,0.001272
408,0.001234
409,0.001243
409,0.001292
409,0.001252
410,0.001242
410,0.002084
410,0.001272
411,0.001282
411,0.001294
411,0.001273
412,0.001272
412,0.001293
412,0.001272
413,0.001273
413,0.001283
413,0.001242
414,0.001243
414,0.001333
414,0.001272
415,0.001273
415,0.001312
415,0.001252
416,0.001313
416,0.001273
416,0.001263
417,0.001302
417,0.001332
417,0.001342
418,0.001242
418,0.001322
418,0.001293
419,0.001272
419,0.001312
419,0.001272
420,0.001303
420,0.001413
420,0.001303
421,0.001284
421,0.001343
421,0.001243
422,0.001302
422,0.001342
422,0.001262
423,0.001312
423,0.001322
423,0.001302
424,0.001303
424,0.001352
424,0.001302
425,0.001282
425,0.001362
425,0.001272
426,0.001292
426,0.001343
426,0.001303
427,0.001302
427,0.001363
427,0.001283
428,0.001293
428,0.001323
428,0.001293
429,0.001283
429,0.001362
429,0.001322
430,0.001282
430,0.001343
430,0.001283
431,0.001292
431,0.001373
431,0.001293
432,0.001313
432,0.001382
432,0.001323
433,0.001323
433,0.001482
433,0.001342
434,0.001323
434,0.001393
434,0.001313
435,0.001332
435,0.001362
435,0.001313
436,0.001332
436,0.001362
436,0.001323
437,0.001373
437,0.001372
437,0.001313
438,0.001362
438,0.001363
438,0.001293
439,0.001332
439,0.001383
439,0.001312
440,0.001314
440,0.001392
440,0.001343
441,0.001372
441,0.001372
441,0.001333
442,0.001362
442,0.001383
442,0.001323
443,0.001372
443,0.001403
443,0.001383
444,0.001342
444,0.001404
444,0.001332
445,0.001333
445,0.001403
445,0.001352
446,0.001353
446,0.001372
446,0.001322
447,0.001363
447,0.001372
447,0.001342
448,0.001373
448,0.001362
448,0.001393
449,0.001363
449,0.001433
449,0.001353
450,0.001373
450,0.002485
450,0.002154
451,0.001373
451,0.001443
451,0.001363
452,0.001373
452,0.001393
452,0.001363
453,0.001383
453,0.001453
453,0.001373
454,0.001352
454,0.001393
454,0.001373
455,0.001372
455,0.001422
455,0.001392
456,0.001373
456,0.001412
456,0.001362
457,0.001392
457,0.001402
457,0.001382
458,0.001362
458,0.001453
458,0.001373
459,0.001413
459,0.001423
459,0.001392
460,0.001393
460,0.001412
460,0.001383
461,0.001373
461,0.001813
461,0.001483
462,0.001453
462,0.001543
462,0.001393
463,0.001543
463,0.001593
463,0.001432
464,0.001433
464,0.001433
464,0.001402
465,0.001403
465,0.001463
465,0.001432
466,0.001403
466,0.001503
466,0.001362
467,0.001382
467,0.001433
467,0.001413
468,0.001413
468,0.001423
468,0.001393
469,0.001463
469,0.001433
469,0.001433
470,0.001393
470,0.001482
470,0.001413
471,0.001412
471,0.002064
471,0.001423
472,0.001402
472,0.001523
472,0.001423
473,0.001422
473,0.001473
473,0.001402
474,0.001423
474,0.001462
474,0.001413
475,0.001443
475,0.001512
475,0.001433
476,0.001452
476,0.001473
476,0.001433
477,0.001432
477,0.001543
477,0.001413
478,0.001433
478,0.001452
478,0.001453
479,0.001433
479,0.001482
479,0.001413
480,0.001442
480,0.001492
480,0.001493
481,0.001483
481,0.001464
481,0.001463
482,0.001403
482,0.001462
482,0.001453
483,0.001433
483,0.001494
483,0.001483
484,0.001503
484,0.001523
484,0.001443
485,0.001443
485,0.001463
485,0.001473
486,0.001453
486,0.001513
486,0.001453
487,0.001423
487,0.001533
487,0.001443
488,0.001452
488,0.001502
488,0.001472
489,0.001493
489,0.001483
489,0.001433
490,0.001453
490,0.001503
490,0.001433
491,0.001463
491,0.001513
491,0.001473
492,0.001483
492,0.001493
492,0.001462
493,0.001462
493,0.001493
493,0.001433
494,0.001463
494,0.001513
494,0.001493
495,0.001462
495,0.001502
495,0.001463
496,0.001533
496,0.001533
496,0.001513
497,0.001523
497,0.001543
497,0.001472
498,0.001513
498,0.001513
498,0.009198
499,0.001523
499,0.001583
499,0.001523
500,0.001503
500,0.001543
500,0.001493
501,0.001553
501,0.001563
501,0.001533
502,0.001483
502,0.001553
502,0.001563
503,0.001553
503,0.001594
503,0.001493
504,0.001524
504,0.001593
504,0.001524
505,0.001533
505,0.001543
505,0.001513
506,0.001513
506,0.001553
506,0.001512
507,0.001513
507,0.001593
507,0.001523
508,0.001522
508,0.001593
508,0.001512
509,0.001543
509,0.001543
509,0.001523
510,0.001523
510,0.001593
510,0.001543
511,0.001553
511,0.001553
511,0.001533
512,0.001553
512,0.001563
512,0.001573
513,0.001633
513,0.001754
513,0.001553
514,0.001613
514,0.001573
514,0.001543
515,0.001613
515,0.001623
515,0.001603
516,0.001553
516,0.001593
516,0.001563
517,0.001553
517,0.001594
517,0.001543
518,0.001583
518,0.001623
518,0.001543
519,0.001573
519,0.001603
519,0.001553
520,0.001583
520,0.001603
520,0.001553
521,0.001593
521,0.001573
521,0.001573
522,0.001553
522,0.001593
522,0.001563
523,0.001584
523,0.001583
523,0.001592
524,0.001593
524,0.001603
524,0.001593
525,0.001643
525,0.001683
525,0.001583
526,0.001573
526,0.001644
526,0.001603
527,0.001603
527,0.001643
527,0.001583
528,0.001613
528,0.001613
528,0.001573
529,0.001583
529,0.001613
529,0.001593
530,0.001593
530,0.001633
530,0.001574
531,0.001593
531,0.001633
531,0.001613
532,0.001593
532,0.001653
532,0.001603
533,0.001603
533,0.001653
533,0.001593
534,0.001603
534,0.001644
534,0.001593
535,0.001613
535,0.001653
535,0.001593
536,0.001643
536,0.001653
536,0.001623
537,0.001613
537,0.001653
537,0.001603
538,0.001614
538,0.001633
538,0.001613
539,0.001653
539,0.001633
539,0.001603
540,0.001674
540,0.001663
540,0.001663
541,0.001613
541,0.001643
541,0.001623
542,0.001623
542,0.001653
542,0.001593
543,0.001653
543,0.001713
543,0.001623
544,0.001794
544,0.001713
544,0.001664
545,0.001623
545,0.001703
545,0.001633
546,0.001653
546,0.001714
546,0.001633
547,0.001643
547,0.001724
547,0.001663
548,0.001653
548,0.001663
548,0.001653
549,0.001633
549,0.001674
549,0.001653
550,0.001683
550,0.001703
550,0.001663
551,0.001673
551,0.001713
551,0.001663
552,0.001684
552,0.001733
552,0.001683
553,0.001655
553,0.001683
553,0.001643
554,0.001653
554,0.001703
554,0.001663
555,0.001673
555,0.001693
555,0.001643
556,0.001684
556,0.001693
556,0.001663
557,0.001703
557,0.001713
557,0.001663
558,0.001704
558,0.001685
558,0.001673
559,0.001683
559,0.001733
559,0.001703
560,0.001733
560,0.001703
560,0.001663
561,0.001674
561,0.001703
561,0.001673
562,0.001693
562,0.001693
562,0.001673
563,0.001683
563,0.001703
563,0.001923
564,0.001753
564,0.001783
564,0.001724
565,0.001723
565,0.001773
565,0.001693
566,0.001723
566,0.001753
566,0.001693
567,0.001723
567,0.001723
567,0.001704
568,0.001714
568,0.001723
568,0.001733
569,0.001703
569,0.001734
569,0.001693
570,0.001733
570,0.001724
570,0.001713
571,0.001743
571,0.001764
571,0.001714
572,0.001754
572,0.001753
572,0.001723
573,0.001733
573,0.001743
573,0.001733
574,0.001744
574,0.001773
574,0.001713
575,0.001734
575,0.001783
575,0.001724
576,0.001763
576,0.001754
576,0.001713
577,0.001733
577,0.001773
577,0.001744
578,0.001694
578,0.001803
578,0.001753
579,0.001753
579,0.001753
579,0.001734
580,0.001753
580,0.001754
580,0.001713
581,0.001733
581,0.001753
581,0.001734
582,0.001743
582,0.001763
582,0.001724
583,0.001753
583,0.001794
583,0.001774
584,0.001743
584,0.001794
584,0.001753
585,0.001774
585,0.001924
585,0.001753
586,0.001753
586,0.001773
586,0.001734
587,0.001763
587,0.001753
587,0.001783
588,0.001775
588,0.001774
588,0.001743
589,0.001773
589,0.001803
589,0.001773
590,0.001754
590,0.001784
590,0.001773
591,0.001754
591,0.001824
591,0.001803
592,0.001803
592,0.001803
592,0.001773
593,0.001793
593,0.001783
593,0.001774
594,0.001783
594,0.001803
594,0.001753
595,0.001793
595,0.002504
595,0.002305
596,0.002275
596,0.002324
596,0.002244
597,0.002285
597,0.002294
597,0.002245
598,0.002284
598,0.002335
598,0.002264
599,0.002244
599,0.002284
599,0.002274
600,0.002305
600,0.002284
600,0.002284
601,0.002254
601,0.002335
601,0.002224
602,0.002264
602,0.002294
602,0.002264
603,0.002275
603,0.002345
603,0.002244
604,0.002314
604,0.002264
604,0.002284
605,0.002255
605,0.002745
605,0.002274
606,0.002264
606,0.002304
606,0.002284
607,0.002284
607,0.002334
607,0.002244
608,0.002344
608,0.002334
608,0.002264
609,0.002274
609,0.002314
609,0.002305
610,0.002294
610,0.002334
610,0.002274
611,0.002294
611,0.002314
611,0.002726
612,0.002354
612,0.002324
612,0.002324
613,0.002296
613,0.002354
613,0.002304
614,0.002354
614,0.001883
614,0.001834
615,0.001844
615,0.001874
615,0.001874
616,0.001894
616,0.001895
616,0.001854
617,0.001854
617,0.001894
617,0.001843
618,0.001853
618,0.001903
618,0.001864
619,0.001864
619,0.001894
619,0.001834
620,0.001883
620,0.001883
620,0.001854
621,0.001853
621,0.001883
621,0.001864
622,0.001874
622,0.001943
622,0.001864
623,0.001864
623,0.001913
623,0.001853
624,0.001884
624,0.001893
624,0.001883
625,0.001915
625,0.001904
625,0.001873
626,0.001893
626,0.001894
626,0.001974
627,0.001894
627,0.001963
627,0.001883
628,0.001903
628,0.001925
628,0.001903
629,0.001944
629,0.001923
629,0.001883
630,0.001873
630,0.001934
630,0.001883
631,0.001895
631,0.001913
631,0.001884
632,0.001913
632,0.001954
632,0.001924
633,0.001873
633,0.001944
633,0.001904
634,0.001934
634,0.001924
634,0.001944
635,0.001923
635,0.001984
635,0.001924
636,0.001984
636,0.001974
636,0.001944
637,0.001893
637,0.001943
637,0.001924
638,0.001944
638,0.001923
638,0.001914
639,0.001924
639,0.001955
639,0.001933
640,0.001914
640,0.001944
640,0.001944
641,0.001933
641,0.001964
641,0.001913
642,0.001945
642,0.001964
642,0.001954
643,0.001954
643,0.001954
643,0.002084
644,0.001985
644,0.001984
644,0.001984
645,0.001954
645,0.001964
645,0.001944
646,0.001934
646,0.001964
646,0.001924
647,0.001964
647,0.001974
647,0.001954
648,0.001963
648,0.001974
648,0.001944
649,0.001994
649,0.001964
649,0.001943
650,0.001943
650,0.001983
650,0.002184
651,0.001964
651,0.002064
651,0.001963
652,0.001943
652,0.001964
652,0.002094
653,0.001994
653,0.002063
653,0.007424
654,0.001984
654,0.002084
654,0.001953
655,0.001965
655,0.002004
655,0.001983
656,0.001994
656,0.001984
656,0.001954
657,0.001944
657,0.002064
657,0.001963
658,0.001973
658,0.002014
658,0.001964
659,0.001954
659,0.002063
659,0.001955
660,0.001994
660,0.001984
660,0.002003
661,0.001973
661,0.002014
661,0.001974
662,0.001973
662,0.001984
662,0.001974
663,0.001964
663,0.002025
663,0.001944
