n,time elapsed (ms)
959,11.4747
960,11.5153
961,11.5548
962,11.5497
963,11.5488
964,11.587
965,11.6196
966,11.6865
967,11.684
968,11.6659
969,11.7115
970,11.7432
971,11.747
972,11.7814
973,11.8139
974,11.8203
975,11.84
976,11.8583
977,11.8735
978,11.8876
979,11.935
980,12.0096
981,11.9569
982,11.9989
983,12.0614
984,12.0433
985,12.0663
986,12.0715
987,12.0876
988,12.1026
989,12.142
990,12.152
991,12.1951
992,12.1886
993,12.2308
994,12.2665
995,12.3206
996,12.2951
997,12.3161
998,12.3394
999,12.4203
1000,12.4145
1001,12.4388
1002,12.4822
1003,12.4662
1004,12.4848
1005,12.5468
1006,12.4999
1007,12.5544
1008,12.5902
1009,12.5858
1010,12.6211
1011,12.6601
1012,12.9064
1013,12.9009
1014,12.9533
1015,12.9365
1016,12.9349
1017,13.0211
1018,13.051
1019,13.0808
1020,12.9628
1021,13.0035
1022,13.1223
1023,13.1972
1024,13.2652
1025,14.2442
1026,14.2953
1027,14.2067
1028,14.238
1029,14.2536
1030,36.896
1031,29.4233
1032,15.555
1033,15.3937
1034,15.2303
1035,14.5779
1036,14.4699
1037,14.5067
1038,14.4922
1039,14.7165
1040,14.5951
1041,14.737
1042,14.9217
1043,14.7925
1044,14.8893
1045,14.9881
1046,14.7851
1047,14.6348
1048,14.6115
1049,14.6365
1050,14.5813
1051,14.5964
1052,14.7265
1053,14.6557
1054,14.7072
1055,14.7664
1056,14.7214
1057,14.7578
1058,14.7639
1059,14.8469
1060,14.7921
1061,14.7864
1062,14.8282
1063,14.8579
1064,14.88
1065,14.9142
1066,14.8996
1067,15.0293
1068,15.1002
1069,14.9903
1070,14.9952
1071,15.0335
1072,15.0525
1073,15.1277
1074,15.1006
1075,15.125
1076,15.1354
1077,15.2667
1078,15.1898
1079,15.2491
1080,15.2805
1081,15.3418
1082,15.3295
1083,15.3316
1084,15.3455
1085,15.3733
1086,15.3926
1087,15.4161
1088,15.4534
1089,15.6976
1090,15.7537
1091,15.7337
1092,15.6467
1093,15.623
1094,25.2089
1095,16.2834
1096,16.1185
1097,16.1162
1098,16.1792
1099,16.3013
1100,16.0915
1101,15.9306
1102,15.9133
